DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK-12,FREE,REDUCED,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,536,434,65,34,499,80.97%,12.13%,93.10%
0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,953,696,106,151,802,73.03%,11.12%,84.16%
0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,799,723,51,25,774,90.49%,6.38%,96.87%
0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,461,321,39,99,360,69.63%,8.46%,78.09%
0880,DENVER COUNTY 1,6397,ACADEMIA ANA MARIE SANDOVAL,386,130,22,159,152,33.68%,5.70%,39.38%
0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,225,47,30,148,77,20.89%,13.33%,34.22%
0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,799,294,82,419,376,36.80%,10.26%,47.06%
0880,DENVER COUNTY 1,6509,ONLINE HIGH SCHOOL,128,34,2,92,36,26.56%,1.56%,28.13%
0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,350,162,23,139,185,46.29%,6.57%,52.86%
0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,500,158,21,296,179,31.60%,4.20%,35.80%
0880,DENVER COUNTY 1,6784,NOEL MIDDLE SCHOOL,740,613,80,47,693,82.84%,10.81%,93.65%
0880,DENVER COUNTY 1,6912,PHILIPS ELEMENTARY SCHOOL,178,144,13,18,157,80.90%,7.30%,88.20%
0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,301,249,22,30,271,82.72%,7.31%,90.03%
0880,DENVER COUNTY 1,6970,PITT-WALLER K-8 SCHOOL,931,421,125,356,546,45.22%,13.43%,58.65%
0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,861,736,74,50,810,85.48%,8.59%,94.08%
0880,DENVER COUNTY 1,7163,PREP ASSESSMENT CENTER,141,51,1,89,52,36.17%,0.71%,36.88%
0880,DENVER COUNTY 1,7199,P.S.1 CHARTER SCHOOL,233,162,27,44,189,69.53%,11.59%,81.12%
0880,DENVER COUNTY 1,7370,RISHEL MIDDLE SCHOOL,261,221,28,12,249,84.67%,10.73%,95.40%
0880,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,565,372,62,116,434,65.84%,10.97%,76.81%
0880,DENVER COUNTY 1,7578,SAMUELS ELEMENTARY SCHOOL,597,349,70,160,419,58.46%,11.73%,70.18%
0880,DENVER COUNTY 1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,653,539,62,42,601,82.54%,9.49%,92.04%
0880,DENVER COUNTY 1,7698,SCHMITT ELEMENTARY SCHOOL,411,317,57,36,374,77.13%,13.87%,91%
0880,DENVER COUNTY 1,7942,SKINNER MIDDLE SCHOOL,314,235,34,45,269,74.84%,10.83%,85.67%
0880,DENVER COUNTY 1,7947,SKYLAND COMMUNITY HIGH SCHOOL,101,65,1,35,66,64.36%,0.99%,65.35%
0880,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,509,34,10,442,44,6.68%,1.96%,8.64%
0880,DENVER COUNTY 1,7992,SMILEY MIDDLE SCHOOL,354,264,30,60,294,74.58%,8.47%,83.05%
0880,DENVER COUNTY 1,8006,SMITH ELEMENTARY SCHOOL,474,376,38,53,414,79.32%,8.02%,87.34%
0880,DENVER COUNTY 1,8054,HENRY WORLD SCHOOL GRADES 6-8,915,552,123,240,675,60.33%,13.44%,73.77%
0880,DENVER COUNTY 1,8085,WEST DENVER PREP:  FEDERAL CAMPUS,326,253,43,30,296,77.61%,13.19%,90.80%
0880,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,1392,871,111,410,982,62.57%,7.97%,70.55%
0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,334,217,42,75,259,64.97%,12.57%,77.54%
0880,DENVER COUNTY 1,8138,SOUTHMOOR ELEMENTARY SCHOOL,468,104,24,317,128,22.22%,5.13%,27.35%
0880,DENVER COUNTY 1,8222,STECK ELEMENTARY SCHOOL,360,19,12,299,31,5.28%,3.33%,8.61%
0880,DENVER COUNTY 1,8232,STEDMAN ELEMENTARY SCHOOL,393,303,32,51,335,77.10%,8.14%,85.24%
0880,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,446,46,10,358,56,10.31%,2.24%,12.56%
0880,DENVER COUNTY 1,8422,SWANSEA ELEMENTARY SCHOOL,568,478,58,27,536,84.15%,10.21%,94.37%
0880,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,390,111,34,207,145,28.46%,8.72%,37.18%
0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,1078,374,83,620,457,34.69%,7.70%,42.39%
0880,DENVER COUNTY 1,8888,TRAYLOR ELEMENTARY SCHOOL,591,243,100,230,343,41.12%,16.92%,58.04%
0880,DENVER COUNTY 1,8909,TREVISTA ECE-8 AT HORACE MANN,694,607,43,42,650,87.46%,6.20%,93.66%
0880,DENVER COUNTY 1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,481,93,19,298,112,19.33%,3.95%,23.28%
0880,DENVER COUNTY 1,9050,VALVERDE ELEMENTARY SCHOOL,442,382,42,18,424,86.43%,9.50%,95.93%
0880,DENVER COUNTY 1,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,120,98,12,10,110,81.67%,10%,91.67%
0880,DENVER COUNTY 1,9408,WEST HIGH SCHOOL,796,616,62,118,678,77.39%,7.79%,85.18%
0880,DENVER COUNTY 1,9425,WESTERLY CREEK ELEMENTARY,369,22,2,265,24,5.96%,0.54%,6.50%
0880,DENVER COUNTY 1,9496,CASTRO ELEMENTARY SCHOOL,689,594,64,24,658,86.21%,9.29%,95.50%
0880,DENVER COUNTY 1,9548,WHITTIER K-8 SCHOOL,289,246,19,21,265,85.12%,6.57%,91.70%
0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,775,79,22,549,101,10.19%,2.84%,13.03%
0880,DENVER COUNTY 1,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,678,538,43,97,581,79.35%,6.34%,85.69%
0880,DENVER COUNTY 1,,DISTRICT TOTAL,77255,47557,6928,21244,54485,61.56%,8.97%,70.53%
0890,DOLORES COUNTY RE NO.2,0050,RICO ELEMENTARY SCHOOL,16,2,0,8,2,12.50%,0%,12.50%
0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,125,28,13,84,41,22.40%,10.40%,32.80%
0890,DOLORES COUNTY RE NO.2,7764,SEVENTH STREET ELEMENTARY SCHOOL,150,56,32,55,88,37.33%,21.33%,58.67%
0890,DOLORES COUNTY RE NO.2,,DISTRICT TOTAL,291,86,45,147,131,29.55%,15.46%,45.02%
0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,637,35,9,593,44,5.49%,1.41%,6.91%
0900,DOUGLAS COUNTY RE 1,0012,ACRES GREEN ELEMENTARY SCHOOL,708,80,27,601,107,11.30%,3.81%,15.11%
0900,DOUGLAS COUNTY RE 1,0201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,147,2,1,138,3,1.36%,0.68%,2.04%
0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY AT CASTLE PINES CHARTER,817,0,0,817,0,0%,0%,0%
0900,DOUGLAS COUNTY RE 1,0264,CIMARRON MIDDLE,849,47,19,782,66,5.54%,2.24%,7.77%
0900,DOUGLAS COUNTY RE 1,0265,CLEAR SKY ELEMENTARY,666,53,18,595,71,7.96%,2.70%,10.66%
0900,DOUGLAS COUNTY RE 1,0266,GOLD RUSH ELEMENTARY,630,26,10,594,36,4.13%,1.59%,5.71%
0900,DOUGLAS COUNTY RE 1,0267,MESA MIDDLE SCHOOL,878,58,33,787,91,6.61%,3.76%,10.36%
0900,DOUGLAS COUNTY RE 1,0354,ARROWWOOD ELEMENTARY SCHOOL,575,19,6,550,25,3.30%,1.04%,4.35%
0900,DOUGLAS COUNTY RE 1,0651,BEAR CANYON ELEMENTARY SCHOOL,641,21,12,608,33,3.28%,1.87%,5.15%
0900,DOUGLAS COUNTY RE 1,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,543,9,0,534,9,1.66%,0%,1.66%
0900,DOUGLAS COUNTY RE 1,1270,CANTRIL SCHOOL,1419,1,0,536,1,0.07%,0%,0.07%
0900,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,818,62,24,731,86,7.58%,2.93%,10.51%
0900,DOUGLAS COUNTY RE 1,1367,CASTLE VIEW HIGH SCHOOL,1514,93,40,1380,133,6.14%,2.64%,8.78%
0900,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,2176,96,62,2017,158,4.41%,2.85%,7.26%
0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,452,12,9,431,21,2.65%,1.99%,4.65%
0900,DOUGLAS COUNTY RE 1,1578,CHERRY VALLEY ELEMENTARY SCHOOL,70,11,7,52,18,15.71%,10%,25.71%
0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,548,0,0,548,0,0%,0%,0%
0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,437,0,0,437,0,0%,0%,0%
0900,DOUGLAS COUNTY RE 1,1899,COPPER MESA ELEMENTARY SCHOOL,646,9,4,632,13,1.39%,0.62%,2.01%
0900,DOUGLAS COUNTY RE 1,1925,COUGAR RUN ELEMENTARY SCHOOL,587,20,12,554,32,3.41%,2.04%,5.45%
0900,DOUGLAS COUNTY RE 1,1934,COYOTE CREEK ELEMENTARY SCHOOL,497,22,6,469,28,4.43%,1.21%,5.63%
0900,DOUGLAS COUNTY RE 1,2012,CRESTHILL MIDDLE SCHOOL,923,52,20,851,72,5.63%,2.17%,7.80%
0900,DOUGLAS COUNTY RE 1,2226,CASTLE ROCK MIDDLE SCHOOL,724,60,23,641,83,8.29%,3.18%,11.46%
0900,DOUGLAS COUNTY RE 1,2230,DOUGLAS COUNTY HIGH SCHOOL,1762,86,49,1627,135,4.88%,2.78%,7.66%
0900,DOUGLAS COUNTY RE 1,2232,ROCK RIDGE ELEMENTARY SCHOOL,781,48,15,718,63,6.15%,1.92%,8.07%
0900,DOUGLAS COUNTY RE 1,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,651,42,19,590,61,6.45%,2.92%,9.37%
0900,DOUGLAS COUNTY RE 1,2234,EAGLE RIDGE ELEMENTARY SCHOOL,585,36,11,538,47,6.15%,1.88%,8.03%
0900,DOUGLAS COUNTY RE 1,2338,EAGLE ACADEMY,91,1,0,90,1,1.10%,0%,1.10%
0900,DOUGLAS COUNTY RE 1,2656,ELDORADO ELEMENTARY SCHOOL,654,21,10,623,31,3.21%,1.53%,4.74%
0900,DOUGLAS COUNTY RE 1,2952,MAMMOTH HEIGHTS ELEMENTARY,748,36,20,692,56,4.81%,2.67%,7.49%
0900,DOUGLAS COUNTY RE 1,2953,STONE MOUNTAIN ELEMENTARY,429,2,3,424,5,0.47%,0.70%,1.17%
0900,DOUGLAS COUNTY RE 1,2954,ROXBOROUGH INTERMEDIATE,500,13,14,471,27,2.60%,2.80%,5.40%
0900,DOUGLAS COUNTY RE 1,2965,FLAGSTONE ELEMENTARY SCHOOL,765,57,20,688,77,7.45%,2.61%,10.07%
0900,DOUGLAS COUNTY RE 1,3138,FOX CREEK ELEMENTARY SCHOOL,572,23,13,536,36,4.02%,2.27%,6.29%
0900,DOUGLAS COUNTY RE 1,3172,FRANKTOWN ELEMENTARY SCHOOL,307,18,4,285,22,5.86%,1.30%,7.17%
0900,DOUGLAS COUNTY RE 1,3241,FRONTIER VALLEY ELEMENTARY SCHOOL,857,27,23,806,50,3.15%,2.68%,5.83%
0900,DOUGLAS COUNTY RE 1,3928,HERITAGE ELEMENTARY SCHOOL,668,10,2,656,12,1.50%,0.30%,1.80%
0900,DOUGLAS COUNTY RE 1,3980,HIGHLANDS RANCH HIGH SCHOOL,1682,73,34,1573,107,4.34%,2.02%,6.36%
0900,DOUGLAS COUNTY RE 1,3995,HOPE ON-LINE,2839,1140,181,1513,1321,40.15%,6.38%,46.53%
0900,DOUGLAS COUNTY RE 1,4271,LEGEND HIGH SCHOOL,842,42,17,782,59,4.99%,2.02%,7.01%
0900,DOUGLAS COUNTY RE 1,4292,IRON HORSE ELEMENTARY SCHOOL,645,52,11,582,63,8.06%,1.71%,9.77%
0900,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,315,11,9,295,20,3.49%,2.86%,6.35%
0900,DOUGLAS COUNTY RE 1,5045,LEGACY POINT ELEMENTARY SCHOOL,605,41,24,540,65,6.78%,3.97%,10.74%
0900,DOUGLAS COUNTY RE 1,5405,EDCSD ON-LINE EDUCATION,157,10,0,146,10,6.37%,0%,6.37%
0900,DOUGLAS COUNTY RE 1,5745,MEADOW VIEW ELEMENTARY SCHOOL,585,25,10,550,35,4.27%,1.71%,5.98%
0900,DOUGLAS COUNTY RE 1,5843,LONE TREE ELEMENTARY,535,15,6,513,21,2.80%,1.12%,3.93%
0900,DOUGLAS COUNTY RE 1,5997,D C S MONTESSORI CHARTER SCHOOL,459,4,3,346,7,0.87%,0.65%,1.53%
0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,581,13,3,565,16,2.24%,0.52%,2.75%
0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,1040,46,18,976,64,4.42%,1.73%,6.15%
0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,1976,52,20,1904,72,2.63%,1.01%,3.64%
0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,544,11,3,530,14,2.02%,0.55%,2.57%
0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,741,48,13,680,61,6.48%,1.75%,8.23%
0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,611,22,16,573,38,3.60%,2.62%,6.22%
0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,987,74,23,890,97,7.50%,2.33%,9.83%
0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,612,14,4,594,18,2.29%,0.65%,2.94%
0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,1040,133,27,880,160,12.79%,2.60%,15.38%
0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,668,57,22,589,79,8.53%,3.29%,11.83%
0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,507,0,0,507,0,0%,0%,0%
0900,DOUGLAS COUNTY RE 1,7091,PLUM CREEK ACADEMY,29,1,1,27,2,3.45%,3.45%,6.90%
0900,DOUGLAS COUNTY RE 1,7096,ROXBOROUGH ELEMENTARY SCHOOL,448,15,9,424,24,3.35%,2.01%,5.36%
0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,1677,56,35,1582,91,3.34%,2.09%,5.43%
0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,549,22,12,515,34,4.01%,2.19%,6.19%
0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,1016,37,20,959,57,3.64%,1.97%,5.61%
0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,758,4,0,754,4,0.53%,0%,0.53%
0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,413,9,9,395,18,2.18%,2.18%,4.36%
0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,1465,20,8,1436,28,1.37%,0.55%,1.91%
0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,1237,17,4,1216,21,1.37%,0.32%,1.70%
0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,611,6,5,600,11,0.98%,0.82%,1.80%
0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,633,24,21,587,45,3.79%,3.32%,7.11%
0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,337,67,27,242,94,19.88%,8.01%,27.89%
0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,651,22,10,619,32,3.38%,1.54%,4.92%
0900,DOUGLAS COUNTY RE 1,8126,SOUTH STREET ELEMENTARY SCHOOL,635,159,38,436,197,25.04%,5.98%,31.02%
0900,DOUGLAS COUNTY RE 1,8382,SUMMIT VIEW ELEMENTARY SCHOOL,615,12,1,602,13,1.95%,0.16%,2.11%
0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,1803,49,31,1722,80,2.72%,1.72%,4.44%
0900,DOUGLAS COUNTY RE 1,8853,TIMBER TRAIL ELEMENTARY SCHOOL,595,7,3,585,10,1.18%,0.50%,1.68%
0900,DOUGLAS COUNTY RE 1,8897,TRAILBLAZER ELEMENTARY SCHOOL,616,19,7,590,26,3.08%,1.14%,4.22%
0900,DOUGLAS COUNTY RE 1,9592,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,601,15,5,581,20,2.50%,0.83%,3.33%
0900,DOUGLAS COUNTY RE 1,,DISTRICT TOTAL,59932,3652,1235,54022,4887,6.09%,2.06%,8.15%
0910,EAGLE COUNTY RE 50,0037,RED HILL ELEMENTARY SCHOOL,433,106,41,286,147,24.48%,9.47%,33.95%
0910,EAGLE COUNTY RE 50,0038,BRUSH CREEK ELEMENTARY SCHOOL,505,58,18,422,76,11.49%,3.56%,15.05%
0910,EAGLE COUNTY RE 50,0039,GYPSUM CREEK MIDDLE SCHOOL,350,120,47,183,167,34.29%,13.43%,47.71%
0910,EAGLE COUNTY RE 50,0205,RED CANYON HIGH SCHOOL,96,10,2,83,12,10.42%,2.08%,12.50%
0910,EAGLE COUNTY RE 50,0471,AVON ELEMENTARY SCHOOL,337,238,26,69,264,70.62%,7.72%,78.34%
0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTAIN HIGH SCHOOL,736,138,39,556,177,18.75%,5.30%,24.05%
0910,EAGLE COUNTY RE 50,0793,BERRY CREEK MIDDLE SCHOOL,322,162,25,135,187,50.31%,7.76%,58.07%
0910,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,293,0,0,293,0,0%,0%,0%
0910,EAGLE COUNTY RE 50,2346,EAGLE VALLEY ELEMENTARY SCHOOL,298,121,16,161,137,40.60%,5.37%,45.97%
0910,EAGLE COUNTY RE 50,2350,EAGLE VALLEY HIGH SCHOOL,738,136,59,540,195,18.43%,7.99%,26.42%
0910,EAGLE COUNTY RE 50,2355,EAGLE VALLEY MIDDLE SCHOOL,279,63,11,205,74,22.58%,3.94%,26.52%
0910,EAGLE COUNTY RE 50,2530,EDWARDS ELEMENTARY SCHOOL,395,157,35,203,192,39.75%,8.86%,48.61%
0910,EAGLE COUNTY RE 50,3710,GYPSUM ELEMENTARY SCHOOL,361,174,56,127,230,48.20%,15.51%,63.71%
0910,EAGLE COUNTY RE 50,4838,JUNE CREEK ELEMENTARY SCHOOL,272,125,41,101,166,45.96%,15.07%,61.03%
0910,EAGLE COUNTY RE 50,5742,MEADOW MOUNTAIN ELEMENTARY SCHOOL,201,112,22,67,134,55.72%,10.95%,66.67%
0910,EAGLE COUNTY RE 50,5930,MINTURN MIDDLE SCHOOL,181,40,11,130,51,22.10%,6.08%,28.18%
0910,EAGLE COUNTY RE 50,6238,NEW AMERICA CHARTER SCHOOL,93,4,0,88,4,4.30%,0%,4.30%
0910,EAGLE COUNTY RE 50,7285,RED TABLE EARLY LEARNING CENTER,35,24,0,2,24,68.57%,0%,68.57%
0910,EAGLE COUNTY RE 50,7296,RED SANDSTONE ELEMENTARY SCHOOL,268,71,13,175,84,26.49%,4.85%,31.34%
0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),51,0,0,51,0,0%,0%,0%
0910,EAGLE COUNTY RE 50,,DISTRICT TOTAL,6244,1859,462,3877,2321,29.77%,7.40%,37.17%
0920,ELIZABETH C-1,2572,LEGACY ACADEMY,304,25,9,270,34,8.22%,2.96%,11.18%
0920,ELIZABETH C-1,2604,ELIZABETH MIDDLE SCHOOL,516,47,28,440,75,9.11%,5.43%,14.53%
0920,ELIZABETH C-1,2608,ELIZABETH HIGH SCHOOL,786,59,0,727,59,7.51%,0%,7.51%
0920,ELIZABETH C-1,3236,FRONTIER HIGH SCHOOL,59,16,6,37,22,27.12%,10.17%,37.29%
0920,ELIZABETH C-1,7300,ELIZABETH RUNNING CREEK PRESCHOOL,82,0,0,37,0,0%,0%,0%
0920,ELIZABETH C-1,7517,RUNNING CREEK ELEMENTARY SCHOOL,459,74,34,351,108,16.12%,7.41%,23.53%
0920,ELIZABETH C-1,7924,SINGING HILLS PRESCHOOL,68,0,0,22,0,0%,0%,0%
0920,ELIZABETH C-1,7925,SINGING HILLS ELEMENTARY SCHOOL,463,37,15,411,52,7.99%,3.24%,11.23%
0920,ELIZABETH C-1,,DISTRICT TOTAL,2737,258,92,2295,350,9.43%,3.36%,12.79%
0930,KIOWA C-2,4724,KIOWA ELEMENTARY SCHOOL,191,32,17,121,49,16.75%,8.90%,25.65%
0930,KIOWA C-2,4726,KIOWA MIDDLE SCHOOL,89,19,16,54,35,21.35%,17.98%,39.33%
0930,KIOWA C-2,4728,KIOWA HIGH SCHOOL,103,15,17,71,32,14.56%,16.50%,31.07%
0930,KIOWA C-2,,DISTRICT TOTAL,383,66,50,246,116,17.23%,13.05%,30.29%
0940,BIG SANDY 100J,7914,SIMLA ELEMENTARY SCHOOL,154,39,19,87,58,25.32%,12.34%,37.66%
0940,BIG SANDY 100J,7918,SIMLA JUNIOR HIGH SCHOOL,71,20,16,35,36,28.17%,22.54%,50.70%
0940,BIG SANDY 100J,7922,SIMLA HIGH SCHOOL,94,28,22,44,50,29.79%,23.40%,53.19%
0940,BIG SANDY 100J,,DISTRICT TOTAL,319,87,57,166,144,27.27%,17.87%,45.14%
0950,ELBERT 200,2570,ELBERT ELEMENTARY SCHOOL,121,27,7,81,34,22.31%,5.79%,28.10%
0950,ELBERT 200,2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,118,16,8,94,24,13.56%,6.78%,20.34%
0950,ELBERT 200,,DISTRICT TOTAL,239,43,15,175,58,17.99%,6.28%,24.27%
0960,AGATE 300,0044,AGATE ELEMENTARY SCHOOL,14,8,1,5,9,57.14%,7.14%,64.29%
0960,AGATE 300,0048,AGATE JUNIOR-SENIOR HIGH SCHOOL,31,11,4,16,15,35.48%,12.90%,48.39%
0960,AGATE 300,,DISTRICT TOTAL,45,19,5,21,24,42.22%,11.11%,53.33%
0970,CALHAN RJ-1,0035,FRONTIER CHARTER ACADEMY,82,29,9,44,38,35.37%,10.98%,46.34%
0970,CALHAN RJ-1,1210,CALHAN ELEMENTARY SCHOOL,242,91,14,136,105,37.60%,5.79%,43.39%
0970,CALHAN RJ-1,1215,CALHAN MIDDLE SCHOOL,122,31,10,81,41,25.41%,8.20%,33.61%
0970,CALHAN RJ-1,1218,CALHAN HIGH SCHOOL,193,44,21,128,65,22.80%,10.88%,33.68%
0970,CALHAN RJ-1,,DISTRICT TOTAL,639,195,54,389,249,30.52%,8.45%,38.97%
0980,HARRISON 2,0029,ADULT & FAMILY LITERACY,151,19,0,106,19,12.58%,0%,12.58%
0980,HARRISON 2,0469,ATLAS PREPATORY SCHOOL,81,58,11,12,69,71.60%,13.58%,85.19%
0980,HARRISON 2,1000,BRICKER ELEMENTARY SCHOOL,394,257,38,93,295,65.23%,9.64%,74.87%
0980,HARRISON 2,1306,CARMEL MIDDLE SCHOOL,444,346,30,66,376,77.93%,6.76%,84.68%
0980,HARRISON 2,1383,CENTENNIAL ELEMENTARY SCHOOL,412,322,26,58,348,78.16%,6.31%,84.47%
0980,HARRISON 2,1490,CHAMBERLIN ACADEMY,151,106,12,32,118,70.20%,7.95%,78.15%
0980,HARRISON 2,3392,GIBERSON ELEMENTARY SCHOOL,389,263,30,93,293,67.61%,7.71%,75.32%
0980,HARRISON 2,3522,FOX MEADOW MIDDLE SCHOOL,509,336,58,115,394,66.01%,11.39%,77.41%
0980,HARRISON 2,3806,HARRISON HIGH SCHOOL,992,622,95,266,717,62.70%,9.58%,72.28%
0980,HARRISON 2,4378,JAMES IRWIN CHARTER HIGH SCHOOL,378,45,32,301,77,11.90%,8.47%,20.37%
0980,HARRISON 2,4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,392,110,42,240,152,28.06%,10.71%,38.78%
0980,HARRISON 2,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,478,127,50,301,177,26.57%,10.46%,37.03%
0980,HARRISON 2,6018,MONTEREY ELEMENTARY SCHOOL,460,359,33,66,392,78.04%,7.17%,85.22%
0980,HARRISON 2,6162,MOUNTAIN VISTA COMMUNITY SCHOOL,579,322,66,186,388,55.61%,11.40%,67.01%
0980,HARRISON 2,6244,NEW HORIZONS DAY SCHOOL,197,125,10,57,135,63.45%,5.08%,68.53%
0980,HARRISON 2,6460,OAK CREEK ELEMENTARY SCHOOL,344,183,34,121,217,53.20%,9.88%,63.08%
0980,HARRISON 2,6578,OTERO ELEMENTARY SCHOOL,425,169,71,180,240,39.76%,16.71%,56.47%
0980,HARRISON 2,6686,PANORAMA MIDDLE SCHOOL,622,427,75,119,502,68.65%,12.06%,80.71%
0980,HARRISON 2,6936,PIKES PEAK ELEMENTARY SCHOOL,427,318,18,84,336,74.47%,4.22%,78.69%
0980,HARRISON 2,7611,SAND CREEK ELEMENTARY SCHOOL,539,338,63,137,401,62.71%,11.69%,74.40%
0980,HARRISON 2,7882,SIERRA HIGH SCHOOL,983,549,89,336,638,55.85%,9.05%,64.90%
0980,HARRISON 2,8034,SOARING EAGLES ELEMENTARY SCHOOL,543,233,72,237,305,42.91%,13.26%,56.17%
0980,HARRISON 2,8337,STRATMOOR HILLS ELEMENTARY SCHOOL,300,203,42,54,245,67.67%,14%,81.67%
0980,HARRISON 2,8350,STRATTON MEADOWS ELEMENTARY SCHOOL,369,281,31,54,312,76.15%,8.40%,84.55%
0980,HARRISON 2,8923,TURMAN ELEMENTARY SCHOOL,371,235,33,99,268,63.34%,8.89%,72.24%
0980,HARRISON 2,9602,WILDFLOWER ELEMENTARY SCHOOL,379,185,44,144,229,48.81%,11.61%,60.42%
0980,HARRISON 2,,DISTRICT TOTAL,11309,6538,1105,3557,7643,57.81%,9.77%,67.58%
0990,WIDEFIELD 3,3234,FRENCH ELEMENTARY SCHOOL,691,179,92,420,271,25.90%,13.31%,39.22%
0990,WIDEFIELD 3,4346,TALBOTT ELEMENTARY SCHOOL,403,163,57,182,220,40.45%,14.14%,54.59%
0990,WIDEFIELD 3,4394,JANITELL JUNIOR HIGH SCHOOL,486,137,54,294,191,28.19%,11.11%,39.30%
0990,WIDEFIELD 3,5033,JAMES MADISON CHARTER ACADEMY SCHOOL,126,0,3,123,3,0%,2.38%,2.38%
